Entity,Code,Year,"Health expenditure, public (% of GDP) (% of GDP)","Health expenditure, private (% of GDP) (% of GDP)"
Kazakhstan,KAZ,2009,2.651119229,1.483733321
Kazakhstan,KAZ,2010,2.527218011,1.893203929
Kazakhstan,KAZ,2011,2.271552738,1.783696922
Kazakhstan,KAZ,2012,2.40821469,1.90709381
Kazakhstan,KAZ,2013,2.18920504,2.10994359
Kazakhstan,KAZ,2014,2.367903087,1.988036743
Kenya,KEN,1995,1.969355371,2.285255829
Kenya,KEN,1996,1.662980154,2.485395436
Kenya,KEN,1997,1.599507906,2.518027294
Kenya,KEN,1998,1.994903268,2.497701452
Kenya,KEN,1999,1.67225462,2.52459328
Kenya,KEN,2000,2.166725101,2.516013059
Kenya,KEN,2001,2.067304171,2.554942999
Kenya,KEN,2002,1.943164442,2.595199988
Kenya,KEN,2003,1.928139084,2.519201476
Kenya,KEN,2004,1.795720898,2.494024642
Kenya,KEN,2005,1.845407496,2.518138454
Kenya,KEN,2006,1.624314663,2.619306677
Kenya,KEN,2007,1.596858528,2.481096532
Kenya,KEN,2008,1.40330995,2.49628151
Kenya,KEN,2009,1.641624369,2.525942821
Kenya,KEN,2010,1.418735549,2.554980421
Kenya,KEN,2011,2.623533409,2.607894691
Kenya,KEN,2012,3.322937448,2.167594922
Kenya,KEN,2013,3.346404182,2.221500588
Kenya,KEN,2014,3.503866058,2.216425202
Kiribati,KIR,1995,8.96847138,0.42257958
Kiribati,KIR,1996,8.797772304,0.406131136
Kiribati,KIR,1997,8.982999914,0.374262286
Kiribati,KIR,1998,6.656954317,0.338055323
Kiribati,KIR,1999,8.444216993,0.372960017
Kiribati,KIR,2000,7.582920482,0.538999358
Kiribati,KIR,2001,8.491803281,0.511173789
Kiribati,KIR,2002,8.563909775,0.539211635
Kiribati,KIR,2003,9.467625904,0.511766486
Kiribati,KIR,2004,9.892086335,0.499807425
Kiribati,KIR,2005,9.460431655,0.598104315
Kiribati,KIR,2006,9.359712228,1.567331152
Kiribati,KIR,2007,11.40077075,2.257834013
Kiribati,KIR,2008,10.31166521,1.917603726
Kiribati,KIR,2009,10.36476503,1.877113498
Kiribati,KIR,2010,8.725609753,1.793120017
Kiribati,KIR,2011,8.568862275,1.853555085
Kiribati,KIR,2012,8.313609464,2.061184786
Kiribati,KIR,2013,8.232914284,1.921923396
Kiribati,KIR,2014,8.291027024,1.921923396
Kuwait,KWT,1995,3.079381716,0.644881274
Kuwait,KWT,1996,2.75312334,0.71216099
Kuwait,KWT,1997,2.951254481,0.743228039
Kuwait,KWT,1998,3.505109394,0.931963006
Kuwait,KWT,1999,2.911842962,0.754925088
Kuwait,KWT,2000,1.907458943,0.601961767
Kuwait,KWT,2001,2.938514016,0.671090514
Kuwait,KWT,2002,2.845116479,0.718731431
Kuwait,KWT,2003,2.591638049,0.637418371
Kuwait,KWT,2004,2.197676413,0.558094287
Kuwait,KWT,2005,1.898435973,0.479512007
Kuwait,KWT,2006,1.826202921,0.426039819
Kuwait,KWT,2007,1.678892606,0.453972464
Kuwait,KWT,2008,1.511862693,0.419616257
Kuwait,KWT,2009,3.370933894,0.499583196
Kuwait,KWT,2010,2.334489191,0.425173909
Kuwait,KWT,2011,2.255683318,0.360929572
Kuwait,KWT,2012,2.187222399,0.384794741
Kuwait,KWT,2013,2.165625428,0.394401672
Kuwait,KWT,2014,2.614422533,0.427945907
Kyrgyzstan,KGZ,1995,3.058696614,2.911904036
Kyrgyzstan,KGZ,1996,2.518306598,3.174765272
Kyrgyzstan,KGZ,1997,2.561680082,2.672034538
Kyrgyzstan,KGZ,1998,2.537056988,3.339876712
Kyrgyzstan,KGZ,1999,2.251547927,3.085092113
Kyrgyzstan,KGZ,2000,2.070901801,2.606260899
Kyrgyzstan,KGZ,2001,1.96892384,2.81688616
Kyrgyzstan,KGZ,2002,2.149216502,3.284992108
Kyrgyzstan,KGZ,2003,2.056844,3.37108928
Kyrgyzstan,KGZ,2004,2.275178259,3.297721251
Kyrgyzstan,KGZ,2005,2.38059842,3.44170867
Kyrgyzstan,KGZ,2006,3.276997235,3.457293495
Kyrgyzstan,KGZ,2007,3.530000425,3.343387505
Kyrgyzstan,KGZ,2008,3.128324607,2.942702613
Kyrgyzstan,KGZ,2009,3.785352567,3.009573563
Kyrgyzstan,KGZ,2010,3.71014072,2.94719549
Kyrgyzstan,KGZ,2011,3.701089568,2.478649072
Kyrgyzstan,KGZ,2012,4.197243855,2.776324875
Kyrgyzstan,KGZ,2013,3.879936787,2.798701713
Kyrgyzstan,KGZ,2014,3.639437553,2.844324637
Laos,LAO,1995,2.179347721,1.591468689
Laos,LAO,1996,1.827522348,1.840624622
Laos,LAO,1997,2.07175976,2.53559396
Laos,LAO,1998,1.851730478,3.577655912
Laos,LAO,1999,1.111702922,2.660778388
Laos,LAO,2000,1.13056391,2.28126449
Laos,LAO,2001,1.177790717,3.140996693
Laos,LAO,2002,1.082870626,2.957805994
Laos,LAO,2003,1.2709968,3.64018835
Laos,LAO,2004,0.801898709,3.742548821
Laos,LAO,2005,0.734607086,3.582077004
Laos,LAO,2006,1.147021189,2.996321781
Laos,LAO,2007,1.029730057,3.114662063
Laos,LAO,2008,1.001469523,1.768496597
Laos,LAO,2009,1.858303107,1.912303003
Laos,LAO,2010,1.278180688,1.467666842
Laos,LAO,2011,0.835809612,1.360808228
Laos,LAO,2012,0.79224628,1.32662481
Laos,LAO,2013,0.964872836,1.034730714
Laos,LAO,2014,0.942733752,0.922811758
Latvia,LVA,1995,3.820164845,1.944007255
Latvia,LVA,1996,3.525870433,2.577795927
Latvia,LVA,1997,3.459615656,2.743539094
Latvia,LVA,1998,3.626261779,2.495088621
Latvia,LVA,1999,3.728657225,2.661329095
Latvia,LVA,2000,3.265446676,2.738819184
Latvia,LVA,2001,3.157707946,3.009063204
Latvia,LVA,2002,3.279067974,3.010166866
Latvia,LVA,2003,3.249522856,2.903001274
Latvia,LVA,2004,3.684698103,2.827485877
Latvia,LVA,2005,3.637151355,2.737006235
Latvia,LVA,2006,4.357857145,2.441283355
Latvia,LVA,2007,4.255979,2.751412259
Latvia,LVA,2008,4.124515045,2.477917182
Latvia,LVA,2009,4.070041625,2.534205409
Latvia,LVA,2010,3.940258147,2.460447661
Latvia,LVA,2011,3.873401416,2.080589799
Latvia,LVA,2012,3.576955393,2.171051193
Latvia,LVA,2013,3.539843039,2.129439431
Latvia,LVA,2014,3.715231982,2.165461558
Lebanon,LBN,1995,4.242476487,8.321700483
Lebanon,LBN,1996,4.991736717,8.445569613
Lebanon,LBN,1997,5.061636262,8.001151698
Lebanon,LBN,1998,3.144910175,8.277333445
Lebanon,LBN,1999,2.943009427,7.926685073
Lebanon,LBN,2000,3.20634861,7.65524431
Lebanon,LBN,2001,3.733963909,7.170459441
Lebanon,LBN,2002,3.735593505,6.310867605
Lebanon,LBN,2003,3.496375815,5.806017585
Lebanon,LBN,2004,3.711970773,5.197837037
Lebanon,LBN,2005,3.744332947,4.675472363
Lebanon,LBN,2006,3.631882475,5.198131505
Lebanon,LBN,2007,3.715535541,5.188220359
Lebanon,LBN,2008,3.144813413,4.925711677
Lebanon,LBN,2009,3.123417148,4.301067972
Lebanon,LBN,2010,2.708551485,4.482784535
Lebanon,LBN,2011,2.744396996,4.380528974
Lebanon,LBN,2012,3.235855284,3.755071816
Lebanon,LBN,2013,3.054229695,3.579021995
Lebanon,LBN,2014,3.043924599,3.349784231
Lesotho,LSO,1995,3.562259305,3.900324495
Lesotho,LSO,1996,3.780533582,3.716818598
Lesotho,LSO,1997,3.117609003,3.601199727
Lesotho,LSO,1998,3.272044207,3.577803673
Lesotho,LSO,1999,3.239233383,3.520255137
Lesotho,LSO,2000,3.474021049,3.441254531
Lesotho,LSO,2001,4.372510108,3.157375432
Lesotho,LSO,2002,3.831319315,3.076700855
Lesotho,LSO,2003,4.034880661,3.094908639
Lesotho,LSO,2004,3.938291734,3.025692086
Lesotho,LSO,2005,3.309584005,2.986260135
Lesotho,LSO,2006,4.175710594,2.939809996
Lesotho,LSO,2007,5.597512217,2.870191163
Lesotho,LSO,2008,6.059683765,2.791211425
Lesotho,LSO,2009,7.000413737,2.794818133
Lesotho,LSO,2010,8.079925072,2.790081978
Lesotho,LSO,2011,9.087435867,2.701092373
Lesotho,LSO,2012,8.447350944,2.697628896
Lesotho,LSO,2013,8.408564819,2.664256561
Lesotho,LSO,2014,8.082167603,2.535509117
Liberia,LBR,1998,1.460263197,4.464383703
Liberia,LBR,1999,1.573020494,4.464383706
Liberia,LBR,2000,1.448756107,4.464383703
Liberia,LBR,2001,1.647151079,4.760500591
Liberia,LBR,2002,1.090813767,4.335294363
Liberia,LBR,2003,1.189608774,2.248731816
Liberia,LBR,2004,2.414339613,6.360517547
Liberia,LBR,2005,1.553460326,6.482422774
Liberia,LBR,2006,2.004294458,8.899793252
Liberia,LBR,2007,2.768001428,7.467241802
Liberia,LBR,2008,3.902253825,7.922757765
Liberia,LBR,2009,3.33555505,11.05463376
Liberia,LBR,2010,2.740925887,9.126195943
Liberia,LBR,2011,3.927115772,7.305172868
Liberia,LBR,2012,3.386343411,6.800157239
Liberia,LBR,2013,2.832188566,6.422177484
Liberia,LBR,2014,3.159243036,6.877090244
Libya,LBY,1995,1.514527997,1.763008813
Libya,LBY,1996,1.662741707,1.687351113
Libya,LBY,1997,1.790198192,1.666247558
Libya,LBY,1998,1.884513389,2.015856051
Libya,LBY,1999,1.650377783,1.996648477
Libya,LBY,2000,1.659830859,1.747824101
Libya,LBY,2001,2.210293692,1.847371548
Libya,LBY,2002,3.056726273,1.511636647
Libya,LBY,2003,2.692002637,1.371712403
Libya,LBY,2004,2.276618671,1.183998569
Libya,LBY,2005,1.749117427,0.956263233
Libya,LBY,2006,1.640166807,0.868960393
Libya,LBY,2007,1.748097339,0.878325291
Libya,LBY,2008,1.382407555,0.658724305
Libya,LBY,2009,2.178180015,0.984326485
Libya,LBY,2010,2.136789648,0.915766992
Libya,LBY,2011,3.019999999,1.750007111
Libya,LBY,2012,3.019999999,1.278793511
Libya,LBY,2013,3.019999999,1.314855871
Libya,LBY,2014,3.654079159,1.314855871
Lithuania,LTU,1995,3.985217925,1.389069435
Lithuania,LTU,1996,3.931004202,1.654872538
Lithuania,LTU,1997,4.161431967,1.577576873
Lithuania,LTU,1998,4.616115978,1.461696012
Lithuania,LTU,1999,4.64619213,1.55632625
Lithuania,LTU,2000,4.501929246,1.956415414
Lithuania,LTU,2001,4.547918862,1.712374308
Lithuania,LTU,2002,4.792172072,1.603933068
Lithuania,LTU,2003,4.929875383,1.529918367
Lithuania,LTU,2004,3.83247282,1.840483416
Lithuania,LTU,2005,3.953664458,1.879633317
Lithuania,LTU,2006,4.306715847,1.888549051
Lithuania,LTU,2007,4.542177272,1.681066084
Lithuania,LTU,2008,4.784195764,1.823873076
Lithuania,LTU,2009,5.485546619,2.046451952
Lithuania,LTU,2010,5.020955675,1.945265444
Lithuania,LTU,2011,4.739136876,1.897835784
Lithuania,LTU,2012,4.349539439,2.07652561
Lithuania,LTU,2013,4.312630815,2.089315693
Lithuania,LTU,2014,4.446889612,2.105227478
Luxembourg,LUX,1995,5.145716534,0.344715748
Luxembourg,LUX,1996,5.245560163,0.406660547
Luxembourg,LUX,1997,5.173766337,0.41702703
Luxembourg,LUX,1998,5.237903806,0.429633884
Luxembourg,LUX,1999,5.232189737,0.58839504
Luxembourg,LUX,2000,6.361267183,1.116212997
Luxembourg,LUX,2001,6.236389009,1.165440851
Luxembourg,LUX,2002,7.070858488,1.195800112
Luxembourg,LUX,2003,6.457623507,1.209669236
Luxembourg,LUX,2004,6.958297658,1.246256992
Luxembourg,LUX,2005,6.747706438,1.197991378
Luxembourg,LUX,2006,6.597379851,1.152098979
Luxembourg,LUX,2007,5.82007398,0.97793145
Luxembourg,LUX,2008,6.492969779,0.845620861
Luxembourg,LUX,2009,7.025644269,1.088981931
Luxembourg,LUX,2010,6.594701877,1.086184883
Luxembourg,LUX,2011,6.26066183,1.08025507
Luxembourg,LUX,2012,5.988070914,1.186980926
Luxembourg,LUX,2013,5.939237323,1.158266647
Luxembourg,LUX,2014,5.822836062,1.115037498
Macedonia,MKD,1995,4.996397418,3.393172202
Macedonia,MKD,1996,5.135953651,3.469600469
Macedonia,MKD,1997,5.554996294,3.530113546
Macedonia,MKD,1998,6.489321372,3.501734768
Macedonia,MKD,1999,5.341639155,3.458159895
Macedonia,MKD,2000,4.787766545,3.733058245
Macedonia,MKD,2001,4.631112465,3.552342765
Macedonia,MKD,2002,5.191571141,3.822071229
Macedonia,MKD,2003,5.226034904,3.944859206
Macedonia,MKD,2004,5.039289244,3.604955376
Macedonia,MKD,2005,4.781614784,3.171890146
Macedonia,MKD,2006,4.87674973,2.73645771
Macedonia,MKD,2007,4.445867739,2.453688901
Macedonia,MKD,2008,4.7474917,2.10379257
Macedonia,MKD,2009,4.456857729,2.279524481
Macedonia,MKD,2010,4.292903636,2.540436684
Macedonia,MKD,2011,4.272932737,2.338214423
Macedonia,MKD,2012,4.42539678,2.3372466
Macedonia,MKD,2013,4.204269092,1.869509708
Macedonia,MKD,2014,4.101420638,2.374953932
Madagascar,MDG,1995,1.441526203,2.623716887
Madagascar,MDG,1996,1.914972112,2.602249788
Madagascar,MDG,1997,2.14802212,2.63319983
Madagascar,MDG,1998,1.96133518,2.54742547
Madagascar,MDG,1999,2.039913637,2.507028643
Madagascar,MDG,2000,2.573304228,2.507294372
Madagascar,MDG,2001,2.808515662,2.363503878
Madagascar,MDG,2002,2.743213836,2.551274644
Madagascar,MDG,2003,2.260174188,2.552892392
Madagascar,MDG,2004,2.43699522,2.45054918
Madagascar,MDG,2005,2.621449986,2.408570864
Madagascar,MDG,2006,2.817711615,2.294189265
Madagascar,MDG,2007,2.739821839,2.244174691
Madagascar,MDG,2008,2.41891842,2.07682047
Madagascar,MDG,2009,2.408212919,2.292126051
Madagascar,MDG,2010,2.606558609,2.257791531
Madagascar,MDG,2011,2.435872279,1.799722421
Madagascar,MDG,2012,1.816105297,1.640126753
Madagascar,MDG,2013,2.560444941,1.587232999
Madagascar,MDG,2014,1.473414605,1.567940415
Malawi,MWI,1995,1.865213739,3.180838481
Malawi,MWI,1996,1.26338764,3.35034472
Malawi,MWI,1997,1.600434006,3.550418014
Malawi,MWI,1998,1.88109678,3.62542925
Malawi,MWI,1999,2.274782235,4.243259315
Malawi,MWI,2000,2.778556549,3.291262411
Malawi,MWI,2001,2.215081497,2.858139943
Malawi,MWI,2002,2.912550035,1.909987115
Malawi,MWI,2003,4.578496658,1.768821832
Malawi,MWI,2004,5.71696331,2.0992074
Malawi,MWI,2005,6.066366509,2.135332301
Malawi,MWI,2006,6.194908259,2.797936781
Malawi,MWI,2007,4.41611059,4.89638978
Malawi,MWI,2008,6.096624721,4.600986129
Malawi,MWI,2009,6.185752937,3.991580803
Malawi,MWI,2010,6.339254893,3.706108797
Malawi,MWI,2011,6.933702546,4.738554804
Malawi,MWI,2012,6.765934565,5.289840015
Malawi,MWI,2013,5.793450792,5.168539438
Malawi,MWI,2014,5.998620835,5.379335225
Malaysia,MYS,1995,1.673580101,1.290448599
Malaysia,MYS,1996,1.693100127,1.239487513
Malaysia,MYS,1997,1.503468834,1.221073476
Malaysia,MYS,1998,1.623489373,1.303679527
Malaysia,MYS,1999,1.682393231,1.350381859
Malaysia,MYS,2000,1.693532547,1.343482883
Malaysia,MYS,2001,1.990382325,1.407023655
Malaysia,MYS,2002,1.95887394,1.44450748
Malaysia,MYS,2003,2.362041422,1.591898598
Malaysia,MYS,2004,2.118040539,1.626884351
Malaysia,MYS,2005,1.69082761,1.60098514
Malaysia,MYS,2006,2.011816692,1.642415418
Malaysia,MYS,2007,1.961867672,1.643761168
Malaysia,MYS,2008,1.936706363,1.534575837
Malaysia,MYS,2009,2.336639744,1.637909846
Malaysia,MYS,2010,2.286296586,1.704144094
Malaysia,MYS,2011,2.135913733,1.751873007
Malaysia,MYS,2012,2.21523329,1.79617177
Malaysia,MYS,2013,2.203147154,1.814968386
Malaysia,MYS,2014,2.300290016,1.868788024
Maldives,MDV,1995,3.662613659,2.360937811
Maldives,MDV,1996,3.603093758,2.768288452
Maldives,MDV,1997,3.54408858,2.84283611
Maldives,MDV,1998,4.648466888,2.864140542
Maldives,MDV,1999,4.74957875,2.62501937
Maldives,MDV,2000,5.119448212,2.876778988
Maldives,MDV,2001,3.700268006,2.138288204
Maldives,MDV,2002,3.567182597,2.210038133
Maldives,MDV,2003,3.778200959,2.118863201
Maldives,MDV,2004,3.876877669,2.011869471
Maldives,MDV,2005,7.126649771,2.397875209
Maldives,MDV,2006,5.237830448,2.133381532
Maldives,MDV,2007,4.553267366,2.088256564
Maldives,MDV,2008,7.025877902,2.278704978
Maldives,MDV,2009,6.729711552,2.488513468
Maldives,MDV,2010,5.273435237,2.655828313
Maldives,MDV,2011,5.608781865,2.505346815
Maldives,MDV,2012,6.50292714,2.66065574
Maldives,MDV,2013,8.263833455,2.900421325
Maldives,MDV,2014,10.75705209,2.976467998
Mali,MLI,1995,2.627422294,2.400079666
Mali,MLI,1996,2.993787617,4.570049723
Mali,MLI,1997,2.478276148,4.383234292
Mali,MLI,1998,2.136752933,4.064824757
Mali,MLI,1999,1.819396693,4.228384027
Mali,MLI,2000,2.069921322,4.223020328
Mali,MLI,2001,2.872448632,3.520264008
Mali,MLI,2002,2.538877445,3.778195875
Mali,MLI,2003,2.757198984,3.492869576
Mali,MLI,2004,3.091886553,3.188009347
Mali,MLI,2005,3.038529491,3.297276289
Mali,MLI,2006,3.164633564,3.390804716
Mali,MLI,2007,3.366576961,3.605933989
Mali,MLI,2008,3.135697314,3.601274886
Mali,MLI,2009,3.148995784,3.700372926
Mali,MLI,2010,2.807459661,3.544604509
Mali,MLI,2011,3.015246311,3.573385499
Mali,MLI,2012,2.250262582,4.215076938
Mali,MLI,2013,1.134273081,5.443516419
Mali,MLI,2014,1.568172106,5.293994384
Malta,MLT,1995,3.819517745,1.836431795
Malta,MLT,1996,4.105345357,1.967455123
Malta,MLT,1997,4.384384401,1.861639939
Malta,MLT,1998,4.443696789,2.001640041
Malta,MLT,1999,4.393656255,2.037191855
Malta,MLT,2000,4.742394807,2.089344473
Malta,MLT,2001,4.834267749,2.280370491
Malta,MLT,2002,5.429400948,2.429497572
Malta,MLT,2003,5.542024248,2.514781962
Malta,MLT,2004,5.653685894,2.808986046
Malta,MLT,2005,5.997448889,2.836104431
Malta,MLT,2006,6.046312698,2.886501622
Malta,MLT,2007,5.482240553,2.874520857
Malta,MLT,2008,5.156232157,2.997745803
Malta,MLT,2009,5.250028762,3.081375978
Malta,MLT,2010,5.219545076,3.079669194
Malta,MLT,2011,6.462012081,3.136694809
Malta,MLT,2012,6.625234566,3.326059974
Malta,MLT,2013,6.554282826,3.337555984
Malta,MLT,2014,6.74343039,3.00648988
Marshall Islands,MHL,1995,28.04978525,2.779519098
Marshall Islands,MHL,1996,16.67889286,2.790202717
Marshall Islands,MHL,1997,17.16813342,2.711073113
Marshall Islands,MHL,1998,15.64522955,2.681976904
Marshall Islands,MHL,1999,15.42742281,2.627080721
Marshall Islands,MHL,2000,19.24043333,2.640157767
Marshall Islands,MHL,2001,16.07197043,2.620956337
Marshall Islands,MHL,2002,14.8351456,2.607827007
Marshall Islands,MHL,2003,14.21128802,2.657508602
Marshall Islands,MHL,2004,15.09092986,2.749390336
Marshall Islands,MHL,2005,14.67971014,2.745337257
Marshall Islands,MHL,2006,17.05555555,2.744264776
Marshall Islands,MHL,2007,17.592,2.829726363
Marshall Islands,MHL,2008,16.48169934,2.950073246
Marshall Islands,MHL,2009,16.02894737,2.950181975
Marshall Islands,MHL,2010,14.39817073,2.936942866
Marshall Islands,MHL,2011,14.2716763,2.918024847
Marshall Islands,MHL,2012,13.90652174,2.76882201
Marshall Islands,MHL,2013,14.5518979,2.686554348
Marshall Islands,MHL,2014,14.44916839,2.686554349
Mauritania,MRT,1995,2.230334388,2.417518952
Mauritania,MRT,1996,1.328808393,2.411384557
Mauritania,MRT,1997,1.49219146,2.42066897
Mauritania,MRT,1998,2.084762022,2.536242298
Mauritania,MRT,1999,2.901813013,2.430417067
Mauritania,MRT,2000,2.770993523,2.484831307
Mauritania,MRT,2001,1.879560462,2.457936128
Mauritania,MRT,2002,2.862060366,2.448599824
Mauritania,MRT,2003,2.179218351,2.349185079
Mauritania,MRT,2004,2.464112525,2.240437135
Mauritania,MRT,2005,2.033356056,2.172694144
Mauritania,MRT,2006,1.447616432,1.759959498
Mauritania,MRT,2007,1.651791352,1.883493788
Mauritania,MRT,2008,1.354564733,1.872092427
Mauritania,MRT,2009,1.79980274,1.98755052
Mauritania,MRT,2010,1.52105378,1.75828817
Mauritania,MRT,2011,1.279141378,1.590546292
Mauritania,MRT,2012,1.370247011,1.751376512
Mauritania,MRT,2013,1.726038803,1.700296835
Mauritania,MRT,2014,1.871016263,1.901682777
Mauritius,MUS,1995,1.979154687,1.644534653
Mauritius,MUS,1996,1.904916232,1.623195168
Mauritius,MUS,1997,1.91146883,1.61797125
Mauritius,MUS,1998,1.954499964,1.621283876
Mauritius,MUS,1999,1.882777728,1.603495442
Mauritius,MUS,2000,1.96954971,1.81387798
Mauritius,MUS,2001,2.004170598,1.861246112
Mauritius,MUS,2002,2.180551666,2.055446654
Mauritius,MUS,2003,2.188349093,1.958931767
Mauritius,MUS,2004,2.349088838,1.943052392
Mauritius,MUS,2005,2.214836795,2.253820885
Mauritius,MUS,2006,2.047507497,2.331197893
Mauritius,MUS,2007,1.872909835,2.368187415
Mauritius,MUS,2008,1.782954216,2.820148364
Mauritius,MUS,2009,2.168691339,2.799029141
Mauritius,MUS,2010,2.582588128,2.702678902
Mauritius,MUS,2011,2.46122411,2.56360577
Mauritius,MUS,2012,2.292702791,2.463543409
Mauritius,MUS,2013,2.365556192,2.455963378
Mauritius,MUS,2014,2.364685746,2.444858894
Mexico,MEX,1995,2.130169342,2.925505836
Mexico,MEX,1996,1.901757558,2.691208512
Mexico,MEX,1997,2.108606157,2.607950723
Mexico,MEX,1998,2.209776657,2.591610513
Mexico,MEX,1999,2.394740153,2.614101807
Mexico,MEX,2000,2.318107511,2.660434783
Mexico,MEX,2001,2.39862085,2.95426234
Mexico,MEX,2002,2.422027348,3.099050452
Mexico,MEX,2003,2.541277434,3.480574336
Mexico,MEX,2004,2.688003906,3.422436484
Mexico,MEX,2005,2.618877856,3.425432344
Mexico,MEX,2006,2.560345155,3.271832985
Mexico,MEX,2007,2.642374768,3.273264662
Mexico,MEX,2008,2.760936817,3.300383843
Mexico,MEX,2009,3.095935571,3.499864299
Mexico,MEX,2010,3.103295671,3.291147159
Mexico,MEX,2011,3.067131298,2.976307632
Mexico,MEX,2012,3.160971159,3.053858811
Mexico,MEX,2013,3.256993406,3.036779957
Mexico,MEX,2014,3.259551574,3.036869456
Micronesia (country),FSM,1995,8.69618637,0.46078946
Micronesia (country),FSM,1996,8.135027023,0.489658457
Micronesia (country),FSM,1997,7.277088411,0.503434889
Micronesia (country),FSM,1998,6.462138183,0.485672547
Micronesia (country),FSM,1999,7.064856563,0.513457077
Micronesia (country),FSM,2000,7.353309875,0.528420355
Micronesia (country),FSM,2001,8.006993747,0.576515453
Micronesia (country),FSM,2002,7.414073858,0.605456782
Micronesia (country),FSM,2003,9.029862856,0.660661664
Micronesia (country),FSM,2004,9.899822595,0.736313845
Micronesia (country),FSM,2005,11.3112,0.800799999
Micronesia (country),FSM,2006,11.03399209,0.890118577
Micronesia (country),FSM,2007,11.13554688,0.8546875
Micronesia (country),FSM,2008,11.6954023,1.246743294
Micronesia (country),FSM,2009,12.1732852,1.267419284
Micronesia (country),FSM,2010,12.61078232,1.219663014
Micronesia (country),FSM,2011,12.53821521,1.218781877
Micronesia (country),FSM,2012,11.58813926,1.179234228
Micronesia (country),FSM,2013,12.08993842,1.294315743
Micronesia (country),FSM,2014,12.43375207,1.273162472
Moldova,MDA,1995,5.815895061,3.241425699
Moldova,MDA,1996,6.709797385,3.561496075
Moldova,MDA,1997,6.075025236,3.376722934
Moldova,MDA,1998,4.323722867,3.364950303
Moldova,MDA,1999,2.901963967,2.983322713
Moldova,MDA,2000,3.229712857,3.422765103
Moldova,MDA,2001,3.207537268,3.788770262
Moldova,MDA,2002,4.040610039,4.271926991
Moldova,MDA,2003,3.967196497,4.268277863
Moldova,MDA,2004,4.182380119,4.303815841
Moldova,MDA,2005,4.176139383,4.977622237
Moldova,MDA,2006,4.718684365,5.907148765
Moldova,MDA,2007,4.919708027,5.964645083
Moldova,MDA,2008,5.389847748,6.023548282
Moldova,MDA,2009,6.059437198,6.430284012
Moldova,MDA,2010,5.621478753,6.460318567
Moldova,MDA,2011,5.311539911,5.299674479
Moldova,MDA,2012,5.517522784,6.355806496
Moldova,MDA,2013,5.031340165,5.023377595
Moldova,MDA,2014,5.303988304,5.019667386
Monaco,MCO,1995,2.782804639,0.324515311
Monaco,MCO,1996,2.722031577,0.316835523
Monaco,MCO,1997,2.8387481,0.34379485
Monaco,MCO,1998,2.760402313,0.373734327
Monaco,MCO,1999,2.989907557,0.425224693
Monaco,MCO,2000,2.866187233,0.424494197
Monaco,MCO,2001,2.911772468,0.419906782
Monaco,MCO,2002,2.956788105,0.434726985
Monaco,MCO,2003,3.466538501,0.467500199
Monaco,MCO,2004,3.545130052,0.481039178
Monaco,MCO,2005,3.528936649,0.472419891
Monaco,MCO,2006,3.360320254,0.459400876
Monaco,MCO,2007,2.952654785,0.428085145
Monaco,MCO,2008,3.189777596,0.447215734
Monaco,MCO,2009,3.8011579,0.49675441
Monaco,MCO,2010,3.896460373,0.503739647
Monaco,MCO,2011,3.705257089,0.487851661
Monaco,MCO,2012,3.764195008,0.491191902
Monaco,MCO,2013,3.554960152,0.475047248
Monaco,MCO,2014,3.841098459,0.496584541
Mongolia,MNG,1995,2.598917911,0.552335949
Mongolia,MNG,1996,3.033889337,0.514769683
Mongolia,MNG,1997,3.06342556,0.58359128
Mongolia,MNG,1998,3.481327483,0.557792777
Mongolia,MNG,1999,3.417399945,0.621812145
Mongolia,MNG,2000,3.828286275,1.094731345
Mongolia,MNG,2001,3.89985284,1.55500463
Mongolia,MNG,2002,3.455279064,2.356911386
Mongolia,MNG,2003,2.918031289,3.261336041
Mongolia,MNG,2004,2.92676436,3.0678944
Mongolia,MNG,2005,2.484591225,2.601072635
Mongolia,MNG,2006,2.396913592,2.279060018
Mongolia,MNG,2007,2.736412235,2.327252105
Mongolia,MNG,2008,3.18351906,2.39351082
Mongolia,MNG,2009,2.768372713,2.521489687
Mongolia,MNG,2010,2.654478067,2.042459513
Mongolia,MNG,2011,2.595706257,1.858635713
Mongolia,MNG,2012,2.260514895,1.959308355
Mongolia,MNG,2013,2.21159453,1.99987371
Mongolia,MNG,2014,2.620572882,2.109768848
Montenegro,MNE,1995,5.196505917,2.223504573
Montenegro,MNE,1996,5.196505919,2.237866331
Montenegro,MNE,1997,5.196505921,2.208469229
Montenegro,MNE,1998,5.196505916,2.224178164
Montenegro,MNE,1999,5.196505922,2.280951598
Montenegro,MNE,2000,5.19650592,2.12027792
Montenegro,MNE,2001,5.957184769,2.271304981
Montenegro,MNE,2002,5.880242121,2.451271889
Montenegro,MNE,2003,6.663011347,2.248311443
Montenegro,MNE,2004,6.232366723,2.215950217
Montenegro,MNE,2005,6.022940018,2.439384812
Montenegro,MNE,2006,5.613499871,2.398690739
Montenegro,MNE,2007,4.547821704,2.194428956
Montenegro,MNE,2008,3.991796787,2.142002273
Montenegro,MNE,2009,3.61393065,2.46089306
Montenegro,MNE,2010,4.173469442,2.728346008
Montenegro,MNE,2011,4.186590285,2.738241695
Montenegro,MNE,2012,4.472378392,2.775018708
