Entity,Year,Code,Male (males suffering from depression),Female (females suffering from depression),Male Population,Female Population,Percentage of Male Suffering from Depression,Percentage of Female Suffering from Depression
Togo,2007,TGO,65609.74228,101223.006,2982130,3015262,2.20%,3.36%
Togo,2008,TGO,67696.04387,104093.1894,3065141,3096659,2.21%,3.36%
Togo,2009,TGO,69843.63331,107003.8604,3150226,3180245,2.22%,3.36%
Togo,2010,TGO,71999.24199,110124.1828,3237086,3265860,2.22%,3.37%
Togo,2011,TGO,74235.82438,113150.3183,3325722,3353556,2.23%,3.37%
Togo,2012,TGO,76377.17701,116197.607,3416173,3443312,2.24%,3.37%
Togo,2013,TGO,78712.98324,119673.8206,3508176,3534771,2.24%,3.39%
Togo,2014,TGO,81331.9636,123133.5296,3601430,3627475,2.26%,3.39%
Togo,2015,TGO,83783.76788,126862.5238,3695718,3721088,2.27%,3.41%
Togo,2016,TGO,86719.1273,130678.6276,3790922,3815447,2.29%,3.42%
Tonga,1990,TON,902.273626,1328.654167,48250,46908,1.87%,2.83%
Tonga,1991,TON,907.7568227,1341.283301,48347,46993,1.88%,2.85%
Tonga,1992,TON,909.6652922,1350.11183,48423,47071,1.88%,2.87%
Tonga,1993,TON,911.7593135,1359.569134,48485,47162,1.88%,2.88%
Tonga,1994,TON,914.4459204,1370.026456,48573,47257,1.88%,2.90%
Tonga,1995,TON,922.2695781,1384.292539,48709,47367,1.89%,2.92%
Tonga,1996,TON,925.3883063,1384.820741,48905,47471,1.89%,2.92%
Tonga,1997,TON,935.2429062,1387.077003,49145,47585,1.90%,2.91%
Tonga,1998,TON,943.1737749,1396.306136,49409,47725,1.91%,2.93%
Tonga,1999,TON,952.4716988,1405.772708,49667,47926,1.92%,2.93%
Tonga,2000,TON,958.7855835,1410.9776,49886,48198,1.92%,2.93%
Tonga,2001,TON,967.0257681,1427.576728,50056,48564,1.93%,2.94%
Tonga,2002,TON,974.6010642,1445.496693,50194,48996,1.94%,2.95%
Tonga,2003,TON,977.6799169,1457.993293,50322,49464,1.94%,2.95%
Tonga,2004,TON,983.0713194,1474.169591,50473,49941,1.95%,2.95%
Tonga,2005,TON,988.4216238,1490.815724,50671,50370,1.95%,2.96%
Tonga,2006,TON,993.8810643,1498.850595,50921,50767,1.95%,2.95%
Tonga,2007,TON,999.1150025,1507.488793,51219,51122,1.95%,2.95%
Tonga,2008,TON,1007.185236,1514.257905,51557,51442,1.95%,2.94%
Tonga,2009,TON,1016.362019,1527.337777,51870,51724,1.96%,2.95%
Tonga,2010,TON,1026.119164,1536.810767,52153,51981,1.97%,2.96%
Tonga,2011,TON,1033.560018,1546.835643,52385,52201,1.97%,2.96%
Tonga,2012,TON,1038.998409,1559.712981,52590,52369,1.98%,2.98%
Tonga,2013,TON,1046.619544,1567.313636,52786,52539,1.98%,2.98%
Tonga,2014,TON,1056.342068,1581.670165,53024,52756,1.99%,3.00%
Tonga,2015,TON,1068.797301,1598.906575,53334,53034,2.00%,3.01%
Tonga,2016,TON,1085.214526,1622.663093,53723,53395,2.02%,3.04%
Trinidad and Tobago,1990,TTO,16445.37436,25967.92448,608618,613286,2.70%,4.23%
Trinidad and Tobago,1991,TTO,16730.44448,26335.24899,612659,617244,2.73%,4.27%
Trinidad and Tobago,1992,TTO,16980.09257,26697.40798,616423,621062,2.75%,4.30%
Trinidad and Tobago,1993,TTO,17264.28066,27043.35889,619802,624613,2.79%,4.33%
Trinidad and Tobago,1994,TTO,17549.86849,27444.89677,622642,627672,2.82%,4.37%
Trinidad and Tobago,1995,TTO,17868.49651,27870.19136,624879,630124,2.86%,4.42%
Trinidad and Tobago,1996,TTO,18120.97055,28054.41115,626460,631906,2.89%,4.44%
Trinidad and Tobago,1997,TTO,18362.02046,28265.7035,627525,633154,2.93%,4.46%
Trinidad and Tobago,1998,TTO,18640.06872,28549.81407,628337,634204,2.97%,4.50%
Trinidad and Tobago,1999,TTO,18878.99006,28824.3709,629277,635509,3.00%,4.54%
Trinidad and Tobago,2000,TTO,19170.7737,29072.29212,630611,637370,3.04%,4.56%
Trinidad and Tobago,2001,TTO,19419.27394,29355.86074,632445,639942,3.07%,4.59%
Trinidad and Tobago,2002,TTO,19629.95968,29626.8032,634725,643115,3.09%,4.61%
Trinidad and Tobago,2003,TTO,19958.38339,29988.93405,637338,646707,3.13%,4.64%
Trinidad and Tobago,2004,TTO,20167.90873,30272.44195,640126,650412,3.15%,4.65%
Trinidad and Tobago,2005,TTO,20397.75072,30543.65248,642930,654002,3.17%,4.67%
Trinidad and Tobago,2006,TTO,20694.72363,30791.61828,645737,657407,3.20%,4.68%
Trinidad and Tobago,2007,TTO,20946.6257,31004.94096,648556,660700,3.23%,4.69%
Trinidad and Tobago,2008,TTO,21253.64784,31235.34838,651409,663958,3.26%,4.70%
Trinidad and Tobago,2009,TTO,21501.26518,31393.81331,654322,667306,3.29%,4.70%
Trinidad and Tobago,2010,TTO,21754.21716,31626.92836,657278,670815,3.31%,4.71%
Trinidad and Tobago,2011,TTO,21890.92442,31815.03588,660288,674504,3.32%,4.72%
Trinidad and Tobago,2012,TTO,22030.94879,32001.71536,663289,678293,3.32%,4.72%
Trinidad and Tobago,2013,TTO,22222.13229,32207.74305,666170,682080,3.34%,4.72%
Trinidad and Tobago,2014,TTO,22369.08393,32459.38792,668803,685692,3.34%,4.73%
Trinidad and Tobago,2015,TTO,22510.64934,32633.90968,671085,689005,3.35%,4.74%
Trinidad and Tobago,2016,TTO,22659.12404,32857.91593,672977,691988,3.37%,4.75%
Tropical Latin America,1990,NA,1678379.717,3316482.985,NA,NA,NA,NA
Tropical Latin America,1991,NA,1715251.864,3392357.69,NA,NA,NA,NA
Tropical Latin America,1992,NA,1754535.06,3474810.65,NA,NA,NA,NA
Tropical Latin America,1993,NA,1793456.109,3561353.113,NA,NA,NA,NA
Tropical Latin America,1994,NA,1835645.177,3649335.646,NA,NA,NA,NA
Tropical Latin America,1995,NA,1878813.946,3743441.744,NA,NA,NA,NA
Tropical Latin America,1996,NA,1982925.029,3948043.174,NA,NA,NA,NA
Tropical Latin America,1997,NA,2093869.267,4165935.727,NA,NA,NA,NA
Tropical Latin America,1998,NA,2212587.751,4399432.475,NA,NA,NA,NA
Tropical Latin America,1999,NA,2339013.816,4644593.588,NA,NA,NA,NA
Tropical Latin America,2000,NA,2475982.622,4911527.109,NA,NA,NA,NA
Tropical Latin America,2001,NA,2519184.267,5020874.302,NA,NA,NA,NA
Tropical Latin America,2002,NA,2566443.323,5137969.853,NA,NA,NA,NA
Tropical Latin America,2003,NA,2613397.848,5262286.568,NA,NA,NA,NA
Tropical Latin America,2004,NA,2663267.327,5382999.198,NA,NA,NA,NA
Tropical Latin America,2005,NA,2712267.956,5507857.907,NA,NA,NA,NA
Tropical Latin America,2006,NA,2693902.555,5402015.461,NA,NA,NA,NA
Tropical Latin America,2007,NA,2675612.083,5297907.982,NA,NA,NA,NA
Tropical Latin America,2008,NA,2659078.782,5205115.862,NA,NA,NA,NA
Tropical Latin America,2009,NA,2644770.59,5116146.586,NA,NA,NA,NA
Tropical Latin America,2010,NA,2633339.503,5036986.756,NA,NA,NA,NA
Tropical Latin America,2011,NA,2649477.982,5072600.974,NA,NA,NA,NA
Tropical Latin America,2012,NA,2666922.79,5107670.153,NA,NA,NA,NA
Tropical Latin America,2013,NA,2682598.763,5140839.393,NA,NA,NA,NA
Tropical Latin America,2014,NA,2698742.454,5175249.798,NA,NA,NA,NA
Tropical Latin America,2015,NA,2720488.893,5208735.4,NA,NA,NA,NA
Tropical Latin America,2016,NA,2735097.563,5239104.626,NA,NA,NA,NA
Tunisia,1990,TUN,118309.4339,161805.5051,4139447,4093350,2.86%,3.95%
Tunisia,1991,TUN,121382.6694,166042.0939,4234538,4183148,2.87%,3.97%
Tunisia,1992,TUN,125235.8418,170978.7662,4330043,4273193,2.89%,4.00%
Tunisia,1993,TUN,129158.0431,176107.5121,4423294,4361593,2.92%,4.04%
Tunisia,1994,TUN,132964.8432,180973.9739,4510733,4445860,2.95%,4.07%
Tunisia,1995,TUN,136583.7659,186440.7776,4589801,4524172,2.98%,4.12%
Tunisia,1996,TUN,140782.8843,191322.7946,4659896,4596140,3.02%,4.16%
Tunisia,1997,TUN,144725.2355,196245.5905,4721782,4662375,3.07%,4.21%
Tunisia,1998,TUN,148118.6454,200729.9994,4776026,4723365,3.10%,4.25%
Tunisia,1999,TUN,152007.1566,205733.2939,4823725,4780013,3.15%,4.30%
Tunisia,2000,TUN,155736.4236,211063.5818,4865994,4833191,3.20%,4.37%
Tunisia,2001,TUN,158328.1256,215214.3997,4902774,4882926,3.23%,4.41%
Tunisia,2002,TUN,160738.0767,219789.6704,4934693,4929638,3.26%,4.46%
Tunisia,2003,TUN,163072.4688,223918.0029,4964556,4975118,3.28%,4.50%
Tunisia,2004,TUN,165444.2806,228497.2118,4995949,5021656,3.31%,4.55%
Tunisia,2005,TUN,167958.1192,233035.8989,5031531,5070945,3.34%,4.60%
Tunisia,2006,TUN,170224.3554,237005.5552,5072486,5123642,3.36%,4.63%
Tunisia,2007,TUN,172777.1384,240828.4258,5118496,5179592,3.38%,4.65%
Tunisia,2008,TUN,174839.3609,245231.5563,5168731,5238600,3.38%,4.68%
Tunisia,2009,TUN,177248.5545,249214.0522,5221656,5300180,3.39%,4.70%
Tunisia,2010,TUN,179691.6569,253772.9373,5276099,5363833,3.41%,4.73%
Tunisia,2011,TUN,181620.4137,257364.4357,5331848,5429623,3.41%,4.74%
Tunisia,2012,TUN,183542.1134,261479.2616,5389230,5497440,3.41%,4.76%
Tunisia,2013,TUN,185174.8796,265634.7621,5448155,5566405,3.40%,4.77%
Tunisia,2014,TUN,187543.8751,269660.3775,5508580,5635331,3.40%,4.79%
Tunisia,2015,TUN,189693.335,273162.8283,5570360,5703301,3.41%,4.79%
Tunisia,2016,TUN,191713.1489,277108.5247,5633365,5769884,3.40%,4.80%
Turkey,1990,TUR,689184.4574,1110225.598,26630238,27291452,2.59%,4.07%
Turkey,1991,TUR,705371.477,1137432.993,27075855,27764675,2.61%,4.10%
Turkey,1992,TUR,721440.1116,1165628.587,27514942,28233934,2.62%,4.13%
Turkey,1993,TUR,738621.7593,1193676.174,27951473,28702258,2.64%,4.16%
Turkey,1994,TUR,755793.9496,1223209.106,28390724,29173408,2.66%,4.19%
Turkey,1995,TUR,775443.5723,1255012.224,28836406,29649969,2.69%,4.23%
Turkey,1996,TUR,786643.5685,1296325.299,29289935,30133274,2.69%,4.30%
Turkey,1997,TUR,796494.3125,1339088.404,29750081,30622418,2.68%,4.37%
Turkey,1998,TUR,811032.2705,1383220.108,30214660,31114932,2.68%,4.45%
Turkey,1999,TUR,821027.2422,1428988.889,30680207,31607111,2.68%,4.52%
Turkey,2000,TUR,833325.3075,1476011.125,31144014,32096110,2.68%,4.60%
Turkey,2001,TUR,848835.254,1505985.326,31608021,32583451,2.69%,4.62%
Turkey,2002,TUR,865731.143,1536582.022,32072997,33070053,2.70%,4.65%
Turkey,2003,TUR,883772.1534,1571374.731,32533847,33551953,2.72%,4.68%
Turkey,2004,TUR,899887.5237,1604416.866,32983838,34024007,2.73%,4.72%
Turkey,2005,TUR,917233.5741,1636875.776,33419568,34483840,2.74%,4.75%
Turkey,2006,TUR,923439.6432,1656942.107,33836452,34926950,2.73%,4.74%
Turkey,2007,TUR,930242.5553,1675336.096,34239579,35357702,2.72%,4.74%
Turkey,2008,TUR,932986.8617,1687633.813,34646917,35793117,2.69%,4.71%
Turkey,2009,TUR,941600.8524,1708688.817,35082894,36256292,2.68%,4.71%
Turkey,2010,TUR,951848.2754,1735412.085,35564195,36762714,2.68%,4.72%
Turkey,2011,TUR,970542.6078,1764702.884,36093445,37316006,2.69%,4.73%
Turkey,2012,TUR,987056.609,1795136.405,36662268,37907598,2.69%,4.74%
Turkey,2013,TUR,1006722.016,1827617.558,37262158,38525175,2.70%,4.74%
Turkey,2014,TUR,1023065.297,1858724.482,37880007,39150627,2.70%,4.75%
Turkey,2015,TUR,1042129.493,1887842.365,38503090,39768385,2.71%,4.75%
Turkey,2016,TUR,1060314.448,1914373.749,39134031,40378395,2.71%,4.74%
Turkmenistan,1990,TKM,32947.85423,51378.08271,1810473,1873504,1.82%,2.74%
Turkmenistan,1991,TKM,33943.58939,52635.16047,1863188,1925998,1.82%,2.73%
Turkmenistan,1992,TKM,35114.88857,54034.12483,1918482,1981361,1.83%,2.73%
Turkmenistan,1993,TKM,36369.28566,55587.78271,1973775,2037014,1.84%,2.73%
Turkmenistan,1994,TKM,37714.15507,57182.48087,2025651,2089453,1.86%,2.74%
Turkmenistan,1995,TKM,39009.20336,58861.23353,2071646,2136194,1.88%,2.76%
Turkmenistan,1996,TKM,40149.89957,60125.56766,2110937,2176399,1.90%,2.76%
Turkmenistan,1997,TKM,41260.3732,61487.14332,2144275,2210847,1.92%,2.78%
Turkmenistan,1998,TKM,42443.6946,62821.67682,2172827,2240647,1.95%,2.80%
Turkmenistan,1999,TKM,43486.82433,64175.09348,2198500,2267633,1.98%,2.83%
Turkmenistan,2000,TKM,44742.96495,65545.76862,2222831,2293294,2.01%,2.86%
Turkmenistan,2001,TKM,45758.85353,66864.08151,2246152,2317933,2.04%,2.88%
Turkmenistan,2002,TKM,46558.44458,68085.66331,2268463,2341552,2.05%,2.91%
Turkmenistan,2003,TKM,47449.98828,69276.77931,2290687,2365061,2.07%,2.93%
Turkmenistan,2004,TKM,48335.70673,70415.90129,2313875,2389520,2.09%,2.95%
Turkmenistan,2005,TKM,49282.6697,71947.50384,2338887,2415761,2.11%,2.98%
Turkmenistan,2006,TKM,49886.87893,73016.07813,2366014,2444098,2.11%,2.99%
Turkmenistan,2007,TKM,50702.28732,74324.15485,2395432,2474707,2.12%,3.00%
Turkmenistan,2008,TKM,51528.07637,75706.5725,2427688,2508071,2.12%,3.02%
Turkmenistan,2009,TKM,52391.92331,77329.58666,2463291,2544659,2.13%,3.04%
Turkmenistan,2010,TKM,53141.053,78659.08552,2502513,2584695,2.12%,3.04%
Turkmenistan,2011,TKM,54005.35079,80297.03912,2545620,2628439,2.12%,3.05%
Turkmenistan,2012,TKM,54783.18278,81755.26638,2592264,2675572,2.11%,3.06%
Turkmenistan,2013,TKM,55555.42499,83284.6793,2641245,2725024,2.10%,3.06%
Turkmenistan,2014,TKM,56332.39916,84764.51717,2690948,2775288,2.09%,3.05%
Turkmenistan,2015,TKM,57110.14277,86330.38571,2740069,2825210,2.08%,3.06%
Turkmenistan,2016,TKM,57824.67924,87836.21783,2788174,2874368,2.07%,3.06%
Uganda,1990,UGA,274713.6371,370604.6765,8657463,8781443,3.17%,4.22%
Uganda,1991,UGA,285205.2885,385719.4078,8950367,9090076,3.19%,4.24%
Uganda,1992,UGA,296864.5283,401950.5194,9247884,9405007,3.21%,4.27%
Uganda,1993,UGA,309067.6899,418905.2807,9550021,9725408,3.24%,4.31%
Uganda,1994,UGA,321106.8427,436939.2827,9857102,10050534,3.26%,4.35%
Uganda,1995,UGA,334274.1815,455794.8022,10169954,10380329,3.29%,4.39%
Uganda,1996,UGA,346205.1592,473117.9618,10488106,10714010,3.30%,4.42%
Uganda,1997,UGA,358055.9278,491514.0753,10813011,11052926,3.31%,4.45%
Uganda,1998,UGA,371847.4993,512080.7552,11149807,11401980,3.34%,4.49%
Uganda,1999,UGA,385500.7011,532777.0471,11505248,11767743,3.35%,4.53%
Uganda,2000,UGA,400651.2528,554635.5637,11884262,12155006,3.37%,4.56%
Uganda,2001,UGA,412439.6225,570365.1435,12288992,12565900,3.36%,4.54%
Uganda,2002,UGA,425941.94,586085.8196,12718548,12999502,3.35%,4.51%
Uganda,2003,UGA,440120.6785,602531.0315,13171109,13453708,3.34%,4.48%
Uganda,2004,UGA,455403.9521,621673.5999,13643418,13925022,3.34%,4.46%
Uganda,2005,UGA,469888.7866,639584.8693,14133031,14410903,3.32%,4.44%
Uganda,2006,UGA,478519.9689,648568.9545,14639703,14910956,3.27%,4.35%
Uganda,2007,UGA,487863.2602,659149.7449,15164165,15426321,3.22%,4.27%
Uganda,2008,UGA,498835.2384,669795.4374,15706011,15957890,3.18%,4.20%
Uganda,2009,UGA,509838.282,682612.915,16264902,16506996,3.13%,4.14%
Uganda,2010,UGA,521247.9287,693806.9781,16840539,17074599,3.10%,4.06%
Uganda,2011,UGA,536414.8024,707205.4722,17432690,17660958,3.08%,4.00%
Uganda,2012,UGA,551666.0311,723725.3518,18041164,18265631,3.06%,3.96%
Uganda,2013,UGA,567526.5394,738138.7046,18665688,18888043,3.04%,3.91%
Uganda,2014,UGA,584277.2834,756369.6524,19306041,19527300,3.03%,3.87%
Uganda,2015,UGA,600956.1641,774744.7657,19962086,20182781,3.01%,3.84%
Uganda,2016,UGA,619748.0673,792369.3966,20633654,20854315,3.00%,3.80%
Ukraine,1990,UKR,902507.4523,1724710.641,23933312,27531029,3.77%,6.26%
Ukraine,1991,UKR,903628.5461,1745914.771,23954884,27507725,3.77%,6.35%
Ukraine,1992,UKR,906057.8207,1768779.207,23950322,27467107,3.78%,6.44%
Ukraine,1993,UKR,907337.3711,1787936.4,23914866,27402762,3.79%,6.52%
Ukraine,1994,UKR,904316.8955,1801119.612,23843092,27306445,3.79%,6.60%
Ukraine,1995,UKR,899711.7939,1810823.199,23732299,27173381,3.79%,6.66%
Ukraine,1996,UKR,902427.1809,1811776.474,23580764,27001691,3.83%,6.71%
Ukraine,1997,UKR,903132.4314,1810196.469,23392784,26796530,3.86%,6.76%
Ukraine,1998,UKR,905242.208,1811469.554,23179465,26569119,3.91%,6.82%
Ukraine,1999,UKR,908668.9166,1814697.175,22955934,26334854,3.96%,6.89%
Ukraine,2000,UKR,912813.023,1814368.667,22734167,26105923,4.02%,6.95%
Ukraine,2001,UKR,904263.5914,1799972.397,22517878,25885011,4.02%,6.95%
Ukraine,2002,UKR,897804.0584,1786263.838,22307408,25672179,4.02%,6.96%
Ukraine,2003,UKR,889106.3708,1770819.648,22107012,25473544,4.02%,6.95%
Ukraine,2004,UKR,880494.2673,1758290.88,21920464,25295501,4.02%,6.95%
Ukraine,2005,UKR,870605.6631,1741558.766,21750312,25141857,4.00%,6.93%
Ukraine,2006,UKR,866151.2941,1709316.013,21599421,25016964,4.01%,6.83%
Ukraine,2007,UKR,860447.2801,1676872.343,21467755,24918591,4.01%,6.73%
Ukraine,2008,UKR,855019.1149,1644922.305,21350922,24835503,4.00%,6.62%
Ukraine,2009,UKR,850182.5517,1614280.608,21242246,24751781,4.00%,6.52%
Ukraine,2010,UKR,845523.35,1584649.204,21136606,24655899,4.00%,6.43%
Ukraine,2011,UKR,842680.6039,1570242.991,21032630,24543671,4.01%,6.40%
Ukraine,2012,UKR,840507.2819,1559739.078,20931064,24418272,4.02%,6.39%
Ukraine,2013,UKR,837849.2104,1544254.938,20831347,24284443,4.02%,6.36%
Ukraine,2014,UKR,839754.576,1544366.41,20733382,24150046,4.05%,6.39%
Ukraine,2015,UKR,843190.8527,1546109.663,20636968,24020746,4.09%,6.44%
Ukraine,2016,UKR,848040.0467,1549367.93,20541311,23897315,4.13%,6.48%
United Arab Emirates,1990,ARE,35568.64165,17718.29471,1220564,639612,2.91%,2.77%
United Arab Emirates,1991,ARE,37610.75542,18758.60222,1296255,673765,2.90%,2.78%
United Arab Emirates,1992,ARE,40069.46523,19985.87643,1376734,709913,2.91%,2.82%
United Arab Emirates,1993,ARE,42541.09256,21411.71,1460083,747316,2.91%,2.87%
United Arab Emirates,1994,ARE,45293.52433,22884.68978,1543778,784908,2.93%,2.92%
United Arab Emirates,1995,ARE,48072.6989,24417.00929,1626756,822066,2.96%,2.97%
United Arab Emirates,1996,ARE,50194.83367,25484.69292,1711674,859345,2.93%,2.97%
United Arab Emirates,1997,ARE,52742.2507,26630.83099,1802254,897749,2.93%,2.97%
United Arab Emirates,1998,ARE,55370.36607,27892.86896,1900354,937780,2.91%,2.97%
United Arab Emirates,1999,ARE,58628.5061,29177.74768,2008100,980070,2.92%,2.98%
United Arab Emirates,2000,ARE,62340.17773,30537.04082,2129351,1025572,2.93%,2.98%
United Arab Emirates,2001,ARE,66453.65479,32421.16923,2253660,1072378,2.95%,3.02%
United Arab Emirates,2002,ARE,71167.40219,34222.60261,2385701,1121533,2.98%,3.05%
United Arab Emirates,2003,ARE,77305.31801,36546.69845,2561553,1180384,3.02%,3.10%
United Arab Emirates,2004,ARE,86594.86885,39578.4513,2829291,1258639,3.06%,3.14%
United Arab Emirates,2005,ARE,99917.32214,43597.86466,3217410,1362164,3.11%,3.20%
United Arab Emirates,2006,ARE,117149.1111,48248.60931,3746921,1495107,3.13%,3.23%
United Arab Emirates,2007,ARE,138453.8263,54023.18296,4391575,1652493,3.15%,3.27%
United Arab Emirates,2008,ARE,161996.4532,60182.12269,5074500,1819781,3.19%,3.31%
United Arab Emirates,2009,ARE,182529.4798,66364.47126,5689596,1976794,3.21%,3.36%
United Arab Emirates,2010,ARE,198638.5733,71704.2003,6161489,2109193,3.22%,3.40%
United Arab Emirates,2011,ARE,209178.1034,75809.70254,6461094,2211377,3.24%,3.43%
United Arab Emirates,2012,ARE,215471.77,79043.66496,6612595,2287859,3.26%,3.45%
United Arab Emirates,2013,ARE,217612.6278,81490.83694,6659492,2346767,3.27%,3.47%
United Arab Emirates,2014,ARE,218417.1978,84129.66062,6669987,2400875,3.27%,3.50%
United Arab Emirates,2015,ARE,220971.4841,86686.7618,6694723,2459583,3.30%,3.52%
United Arab Emirates,2016,ARE,223086.5645,89377.21368,6744663,2524947,3.31%,3.54%
United Kingdom,1990,GBR,1020154.674,1614026.524,27790846,29392490,3.67%,5.49%
United Kingdom,1991,GBR,1022329.332,1612740.462,27866471,29472988,3.67%,5.47%
United Kingdom,1992,GBR,1024948.771,1611593.436,27941824,29552712,3.67%,5.45%
United Kingdom,1993,GBR,1027410.075,1610048.847,28018429,29632042,3.67%,5.43%
United Kingdom,1994,GBR,1030390.954,1609860.753,28098815,29711957,3.67%,5.42%
United Kingdom,1995,GBR,1035514.083,1610355.058,28185041,29793278,3.67%,5.41%
United Kingdom,1996,GBR,1038484.004,1614045.422,28278830,29877916,3.67%,5.40%
United Kingdom,1997,GBR,1042433.625,1618330.055,28380477,29966199,3.67%,5.40%
United Kingdom,1998,GBR,1046489.964,1623375.851,28489080,30055854,3.67%,5.40%
United Kingdom,1999,GBR,1051639.249,1629041.943,28603079,30143648,3.68%,5.40%
United Kingdom,2000,GBR,1059338.517,1638019.202,28722317,30228530,3.69%,5.42%
United Kingdom,2001,GBR,1055736.859,1632409.498,28843309,30306032,3.66%,5.39%
United Kingdom,2002,GBR,1052353.878,1627310.29,28968781,30380171,3.63%,5.36%
United Kingdom,2003,GBR,1049043.933,1622041.635,29111872,30468351,3.60%,5.32%
United Kingdom,2004,GBR,1046841.41,1618696.309,29290124,30594000,3.57%,5.29%
United Kingdom,2005,GBR,1047198.834,1618435.443,29514523,30772228,3.55%,5.26%
United Kingdom,2006,GBR,1055756.682,1634418.552,29791474,31011326,3.54%,5.27%
United Kingdom,2007,GBR,1063292.698,1649345.376,30112807,31301854,3.53%,5.27%
United Kingdom,2008,GBR,1071528.055,1664321.081,30456800,31619424,3.52%,5.26%
United Kingdom,2009,GBR,1079253.469,1678822.277,30793106,31929507,3.50%,5.26%
United Kingdom,2010,GBR,1088269.003,1694762.277,31099747,32207098,3.50%,5.26%
United Kingdom,2011,GBR,1096424.578,1707182.31,31368551,32443330,3.50%,5.26%
United Kingdom,2012,GBR,1103478.823,1719319.174,31605261,32645072,3.49%,5.27%
United Kingdom,2013,GBR,1110532.366,1730819.855,31818766,32822346,3.49%,5.27%
United Kingdom,2014,GBR,1120185.576,1745601.855,32023902,32991783,3.50%,5.29%
United Kingdom,2015,GBR,1130037.154,1761142.351,32231542,33165548,3.51%,5.31%
United Kingdom,2016,GBR,1141192.381,1777671.425,32443195,33345394,3.52%,5.33%
United States,1990,USA,4232300.232,7861945.354,123733184,128796765,3.42%,6.10%
United States,1991,USA,4283398.168,7952215.236,124964705,130010106,3.43%,6.12%
United States,1992,USA,4340475.362,8059798.375,126239689,131214580,3.44%,6.14%
United States,1993,USA,4392903.456,8167475.776,127575823,132444363,3.44%,6.17%
United States,1994,USA,4446694.658,8273762.368,128995149,133746420,3.45%,6.19%
United States,1995,USA,4503202.544,8384660.398,130508580,135150271,3.45%,6.20%
United States,1996,USA,4597197.164,8511817.205,132129231,136674201,3.48%,6.23%
United States,1997,USA,4697366.753,8656295.915,133839833,138296710,3.51%,6.26%
United States,1998,USA,4803578.95,8809860.212,135583545,139959053,3.54%,6.29%
United States,1999,USA,4912977.242,8961935.097,137283040,141579228,3.58%,6.33%
United States,2000,USA,5030612.998,9130987.672,138883472,143099301,3.62%,6.38%
United States,2001,USA,5078332.741,9226242.393,140359207,144493181,3.62%,6.39%
United States,2002,USA,5122721.904,9319089.76,141726632,145780221,3.61%,6.39%
United States,2003,USA,5162274.85,9409811.71,143024402,147003215,3.61%,6.40%
United States,2004,USA,5204190.2,9498570.293,144312139,148227195,3.61%,6.41%
United States,2005,USA,5251841.769,9594913.238,145631973,149497532,3.61%,6.42%
United States,2006,USA,5289099.39,9634328.082,146997185,150830169,3.60%,6.39%
United States,2007,USA,5322033.814,9671558.429,148390309,152204868,3.59%,6.35%
United States,2008,USA,5350890.751,9701924.559,149786296,153587770,3.57%,6.32%
United States,2009,USA,5381829.233,9734405.084,151147433,154928930,3.56%,6.28%
United States,2010,USA,5414543.82,9762071.998,152447660,156193735,3.55%,6.25%
United States,2011,USA,5445779.919,9848506.104,153679821,157371552,3.54%,6.26%
United States,2012,USA,5477147.646,9928093.797,154856883,158478545,3.54%,6.26%
United States,2013,USA,5507033.46,10005616.38,155997211,159539462,3.53%,6.27%
United States,2014,USA,5529102.443,10078462.61,157127808,160590970,3.52%,6.28%
United States,2015,USA,5564150.731,10173589.24,158268854,161660310,3.52%,6.29%
United States,2016,USA,5605899.394,10268544.28,159425362,162754243,3.52%,6.31%
United States Virgin Islands,1990,VIR,1201.571616,2003.011771,50661,53094,2.37%,3.77%
United States Virgin Islands,1991,VIR,1220.117967,2030.478508,50766,53322,2.40%,3.81%
United States Virgin Islands,1992,VIR,1234.813389,2054.299523,51023,53771,2.42%,3.82%
United States Virgin Islands,1993,VIR,1248.625201,2076.54794,51378,54352,2.43%,3.82%
United States Virgin Islands,1994,VIR,1260.845706,2099.811597,51727,54915,2.44%,3.82%
United States Virgin Islands,1995,VIR,1275.963793,2129.995166,52013,55375,2.45%,3.85%
United States Virgin Islands,1996,VIR,1277.785699,2142.69953,52216,55723,2.45%,3.85%
United States Virgin Islands,1997,VIR,1289.179845,2167.409023,52347,55966,2.46%,3.87%
United States Virgin Islands,1998,VIR,1308.8562,2200.425664,52439,56114,2.50%,3.92%
United States Virgin Islands,1999,VIR,1331.317234,2232.8838,52480,56196,2.54%,3.97%
United States Virgin Islands,2000,VIR,1351.736412,2264.526799,52501,56229,2.57%,4.03%
United States Virgin Islands,2001,VIR,1374.235003,2296.553302,52491,56196,2.62%,4.09%
United States Virgin Islands,2002,VIR,1400.494908,2323.854272,52451,56101,2.67%,4.14%
United States Virgin Islands,2003,VIR,1414.194518,2346.706028,52376,55972,2.70%,4.19%
United States Virgin Islands,2004,VIR,1431.283538,2365.85384,52257,55836,2.74%,4.24%
United States Virgin Islands,2005,VIR,1446.151817,2384.032581,52086,55714,2.78%,4.28%
United States Virgin Islands,2006,VIR,1456.739944,2396.047139,51868,55614,2.81%,4.31%
United States Virgin Islands,2007,VIR,1466.120779,2406.327875,51602,55545,2.84%,4.33%
United States Virgin Islands,2008,VIR,1478.803187,2418.358596,51318,55492,2.88%,4.36%
United States Virgin Islands,2009,VIR,1486.74913,2430.295687,51048,55427,2.91%,4.38%
